fileName,surfaceArea,compactness,boundingBoxVolume,diameter,eccentricity
m1812.off,0.8177967675602029,1.6895419153345292,0.10957508847109061,1.0280833497450792,24.468470554254903
m1814.off,3.4665527705229637,98.15571046952476,0.8786303969644147,1.075548763410879,3.032973930568524
m1813.off,1.896909997914854,17.9801430144676,0.4185649809096791,1.0557432134598144,6.312953728654131
m1800.off,3.550685112516171,17.92475798080606,0.7780552212498277,1.4451546414979681,17.964976804120653
m1806.off,3.355117370832217,22.91537700169556,1.11980864135614,1.3484447297507975,6.724927793198495
m1801.off,5.06490414930428,88.22134951231116,0.6059772242692271,1.3233979530737543,27.534333996703452
m1811.off,0.8748132538152988,1.0660951509976293,0.8016597555690013,1.1481328463866345,2.390336870512136
m1810.off,1.0403810505572701,1.5768920814157117,0.25012691702791073,1.1729955031896366,5.761228183500054
m1804.off,4.344245392147422,75.29452548699628,0.5303655677325841,1.2584338752295385,3.1067913499362496
m1803.off,3.9805810684703413,34.731540493019864,1.1171235946710205,1.3704178961211066,9.390899885481392
m1805.off,3.3207686136199817,49.60296636551401,0.5129554917798238,1.1795105386135094,8.036133236603966
m959.off,3.62907455723364,99.12615429792675,0.0874810223118553,1.098669398744762,57.940634859058406
m992.off,0.8395749837527153,0.8973981226021818,0.8579395515261312,1.157531125907486,1.4328668581488357
m950.off,4.072907948691851,20.685644384862403,0.7869830342241748,1.5112671682733565,1.7839942180877664
m904.off,1.7699688509639486,9.502978096635168,0.16096516425683843,1.1341573620930523,10.136670126694089
m935.off,2.7779545982156906,17.055905518668173,1.0002243208727777,1.2888940951945351,5.872146994128131
m956.off,9.096761205700814,265.3407490329909,0.9713250402813265,1.4761931916241884,1.933853903273314
m951.off,3.170166808368552,15.690313106578825,0.45934974588405625,1.396163397562185,17.637764445530046
m993.off,0.5425806244798624,0.5124137641409046,0.04556817843837493,1.0216350917773167,32.859496809770505
m960.off,4.662311838538876,177.82385317014874,0.14531426768777891,1.1297164399450061,46.685935869520435
m994.off,1.3522123736981038,3.0254760172633937,1.0466812710769064,1.1996575538873917,1.3198029522270516
m934.off,2.92802382757227,19.736994232516718,1.37371938994645,1.291440078496613,1.6021687365129105
m902.off,2.315005045330115,15.458539846721042,0.2659686098107625,1.1960472913514346,8.429089863371683
m920.off,2.970256629724583,12.813809762110951,1.2233557659941234,1.3978194124484407,5.413920855695953
m927.off,2.3362730183753957,44.500447776328926,0.34736878443224717,1.0073990239295365,12.560810752378528
m929.off,1.3415973219212156,6.714041025326773,0.580958366023731,1.0462791047955229,1.631164221676187
m942.off,2.5728476495473913,17.67975382027142,0.7385222797325116,1.2329954070307714,2.578892643091926
m989.off,2.568789777413855,52.6946582169197,0.4766388383324297,1.0269996825848382,5.797142124645037
m987.off,0.5586085057935869,0.5170326539296147,0.26086414775729433,1.0350656653652577,6.757372157206166
m974.off,0.12197072718132385,0.005276005466395221,0.06798883944874712,1.038510104007781,334.07973986692224
m928.off,2.751553416483568,19.72698007492153,0.8750122712684726,1.2520240339809985,2.07126388528171
m910.off,6.339825548811348,220.4149351489811,0.878118769739697,1.2710587069450625,6.250114063864156
m926.off,1.457283244214239,4.427764952617234,0.8520345894952606,1.1688039892471684,2.023928344208689
